03/04/2017 09:41 - RONALDOGOMES | USUARIOS_ID = 6929 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
03/04/2017 09:41 - RONALDOGOMES | USUARIOS_ID = 6929 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
03/04/2017 09:41 - RONALDOGOMES | USUARIOS_ID = 6929 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
03/04/2017 09:41 - RONALDOGOMES | USUARIOS_ID = 6929 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 14:15 - TADEUMACHADO | USUARIOS_ID = 10904 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 14:15 - TADEUMACHADO | USUARIOS_ID = 10904 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 14:15 - TADEUMACHADO | USUARIOS_ID = 10904 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 14:15 - TADEUMACHADO | USUARIOS_ID = 10904 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:28 - RONALDOGOMES | USUARIOS_ID = 10921 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:28 - RONALDOGOMES | USUARIOS_ID = 10921 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:28 - RONALDOGOMES | USUARIOS_ID = 10921 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:28 - RONALDOGOMES | USUARIOS_ID = 10921 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:28 - RONALDOGOMES | USUARIOS_ID = 10889 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:28 - RONALDOGOMES | USUARIOS_ID = 10889 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:28 - RONALDOGOMES | USUARIOS_ID = 10889 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:28 - RONALDOGOMES | USUARIOS_ID = 10889 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:28 - RONALDOGOMES | USUARIOS_ID = 10889 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:28 - RONALDOGOMES | USUARIOS_ID = 10889 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:28 - RONALDOGOMES | USUARIOS_ID = 10889 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:29 - RONALDOGOMES | USUARIOS_ID = 6893 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:29 - RONALDOGOMES | USUARIOS_ID = 6893 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:29 - RONALDOGOMES | USUARIOS_ID = 6893 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:29 - RONALDOGOMES | USUARIOS_ID = 6893 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:29 - RONALDOGOMES | USUARIOS_ID = 11006 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:29 - RONALDOGOMES | USUARIOS_ID = 11006 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:29 - RONALDOGOMES | USUARIOS_ID = 11006 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:29 - RONALDOGOMES | USUARIOS_ID = 11006 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:29 - RONALDOGOMES | USUARIOS_ID = 6929 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:29 - RONALDOGOMES | USUARIOS_ID = 6929 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:29 - RONALDOGOMES | USUARIOS_ID = 6929 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:29 - RONALDOGOMES | USUARIOS_ID = 6929 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:30 - RONALDOGOMES | USUARIOS_ID = 10923 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:30 - RONALDOGOMES | USUARIOS_ID = 10923 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:30 - RONALDOGOMES | USUARIOS_ID = 10923 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
07/04/2017 16:30 - RONALDOGOMES | USUARIOS_ID = 10923 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
