01/02/2017 00:36 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/02/2017 0:36
01/02/2017 06:54 - JAQUELINEFERREIRA | ID_USUARIO = 6902 | DATA_LOGIN = 01/02/2017 6:54
01/02/2017 07:10 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 01/02/2017 7:10
01/02/2017 07:12 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 01/02/2017 7:12
01/02/2017 07:18 - GREICECRISTINA | ID_USUARIO = 11479 | DATA_LOGIN = 01/02/2017 7:18
01/02/2017 07:19 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 01/02/2017 7:19
01/02/2017 07:30 - RODRIGO_POIT | ID_USUARIO = 11086 | DATA_LOGIN = 01/02/2017 7:30
01/02/2017 07:36 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 01/02/2017 7:36
01/02/2017 07:55 - LUZMARINA | ID_USUARIO = 10900 | DATA_LOGIN = 01/02/2017 7:55
01/02/2017 08:03 - ROBSONMANFRIM | ID_USUARIO = 11234 | DATA_LOGIN = 01/02/2017 8:03
01/02/2017 08:16 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 01/02/2017 8:16
01/02/2017 08:20 - LUZMARINA | ID_USUARIO = 10900 | DATA_LOGIN = 01/02/2017 8:20
01/02/2017 08:24 - RAQUEL | ID_USUARIO = 10882 | DATA_LOGIN = 01/02/2017 8:24
01/02/2017 08:32 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 01/02/2017 8:32
01/02/2017 08:35 - ROSE | ID_USUARIO = 10872 | DATA_LOGIN = 01/02/2017 8:35
01/02/2017 08:35 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 01/02/2017 8:35
01/02/2017 08:43 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/02/2017 8:43
01/02/2017 08:53 - MARTA | ID_USUARIO = 10847 | DATA_LOGIN = 01/02/2017 8:53
01/02/2017 09:01 - FRANCISCO | ID_USUARIO = 10966 | DATA_LOGIN = 01/02/2017 9:01
01/02/2017 09:02 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 01/02/2017 9:02
01/02/2017 09:07 - GRAZIELA | ID_USUARIO = 10984 | DATA_LOGIN = 01/02/2017 9:07
01/02/2017 09:10 - SANDRA | ID_USUARIO = 10833 | DATA_LOGIN = 01/02/2017 9:10
01/02/2017 09:11 - ROBSONMANFRIM | ID_USUARIO = 11234 | DATA_LOGIN = 01/02/2017 9:11
01/02/2017 09:11 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 01/02/2017 9:11
01/02/2017 09:18 - MARCELOGODOI | ID_USUARIO = 11316 | DATA_LOGIN = 01/02/2017 9:18
01/02/2017 09:34 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 01/02/2017 9:34
01/02/2017 09:35 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 01/02/2017 9:35
01/02/2017 09:41 - AREIAS | ID_USUARIO = 10997 | DATA_LOGIN = 01/02/2017 9:41
01/02/2017 09:42 - VALDINEI | ID_USUARIO = 11172 | DATA_LOGIN = 01/02/2017 9:42
01/02/2017 09:44 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 01/02/2017 9:44
01/02/2017 09:46 - DOUGLAS | ID_USUARIO = 11530 | DATA_LOGIN = 01/02/2017 9:46
01/02/2017 09:47 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 01/02/2017 9:47
01/02/2017 09:49 - HEBERTLUCIO | ID_USUARIO = 11635 | DATA_LOGIN = 01/02/2017 9:49
01/02/2017 09:50 - ELISSANDRA | ID_USUARIO = 10851 | DATA_LOGIN = 01/02/2017 9:50
01/02/2017 09:50 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 01/02/2017 9:50
01/02/2017 09:52 - ADRIANA | ID_USUARIO = 10859 | DATA_LOGIN = 01/02/2017 9:52
01/02/2017 10:14 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 01/02/2017 10:14
01/02/2017 10:18 - SANDRA | ID_USUARIO = 10833 | DATA_LOGIN = 01/02/2017 10:18
01/02/2017 10:22 - FRANCISCO | ID_USUARIO = 10966 | DATA_LOGIN = 01/02/2017 10:22
01/02/2017 10:25 - ROSE | ID_USUARIO = 10872 | DATA_LOGIN = 01/02/2017 10:25
