01/01/2017 15:44 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/01/2017 15:44
02/01/2017 05:02 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2017 5:02
02/01/2017 07:27 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 02/01/2017 7:27
02/01/2017 07:32 - SANDRA | ID_USUARIO = 10833 | DATA_LOGIN = 02/01/2017 7:32
02/01/2017 07:35 - JENS | ID_USUARIO = 10895 | DATA_LOGIN = 02/01/2017 7:35
02/01/2017 07:42 - DONIZETE | ID_USUARIO = 10980 | DATA_LOGIN = 02/01/2017 7:42
02/01/2017 07:55 - JENS | ID_USUARIO = 10895 | DATA_LOGIN = 02/01/2017 7:55
02/01/2017 08:02 - JENS | ID_USUARIO = 10895 | DATA_LOGIN = 02/01/2017 8:02
02/01/2017 08:06 - HEBERTLUCIO | ID_USUARIO = 11635 | DATA_LOGIN = 02/01/2017 8:06
02/01/2017 08:07 - MATHEUSDELANEZA | ID_USUARIO = 6900 | DATA_LOGIN = 02/01/2017 8:07
02/01/2017 08:08 - HEBERTLUCIO | ID_USUARIO = 11635 | DATA_LOGIN = 02/01/2017 8:08
02/01/2017 08:19 - CLEBERRONDI | ID_USUARIO = 11620 | DATA_LOGIN = 02/01/2017 8:19
02/01/2017 08:25 - SANDRA | ID_USUARIO = 10833 | DATA_LOGIN = 02/01/2017 8:25
02/01/2017 08:25 - FRANCISCO | ID_USUARIO = 10966 | DATA_LOGIN = 02/01/2017 8:25
02/01/2017 08:25 - FRANCISCO | ID_USUARIO = 10966 | DATA_LOGIN = 02/01/2017 8:25
02/01/2017 08:45 - ERIKAOLIVEIRA | ID_USUARIO = 476 | DATA_LOGIN = 02/01/2017 8:45
02/01/2017 08:56 - MATHEUSDELANEZA | ID_USUARIO = 6900 | DATA_LOGIN = 02/01/2017 8:56
02/01/2017 08:57 - MATHEUSDELANEZA | ID_USUARIO = 6900 | DATA_LOGIN = 02/01/2017 8:57
02/01/2017 08:58 - ROBSONMANFRIM | ID_USUARIO = 11234 | DATA_LOGIN = 02/01/2017 8:58
02/01/2017 09:00 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2017 9:00
02/01/2017 09:30 - ROSE | ID_USUARIO = 10872 | DATA_LOGIN = 02/01/2017 9:30
02/01/2017 09:58 - ALEXANDRE | ID_USUARIO = 10837 | DATA_LOGIN = 02/01/2017 9:58
02/01/2017 10:12 - ALEXANDRE | ID_USUARIO = 10837 | DATA_LOGIN = 02/01/2017 10:12
02/01/2017 10:33 - ZEZE | ID_USUARIO = 10931 | DATA_LOGIN = 02/01/2017 10:33
02/01/2017 11:05 - ROSE | ID_USUARIO = 10872 | DATA_LOGIN = 02/01/2017 11:05
02/01/2017 11:23 - KLEBER | ID_USUARIO = 10906 | DATA_LOGIN = 02/01/2017 11:23
02/01/2017 11:27 - ALEXANDRE | ID_USUARIO = 10837 | DATA_LOGIN = 02/01/2017 11:27
02/01/2017 11:47 - AREIAS | ID_USUARIO = 10997 | DATA_LOGIN = 02/01/2017 11:47
02/01/2017 12:47 - SANDRA | ID_USUARIO = 10833 | DATA_LOGIN = 02/01/2017 12:47
02/01/2017 13:21 - AMADEUBOVI | ID_USUARIO = 6888 | DATA_LOGIN = 02/01/2017 13:21
02/01/2017 13:44 - JR | ID_USUARIO = 10862 | DATA_LOGIN = 02/01/2017 13:44
02/01/2017 13:44 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 02/01/2017 13:44
02/01/2017 14:10 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2017 14:10
02/01/2017 14:16 - SYLVIO | ID_USUARIO = 10914 | DATA_LOGIN = 02/01/2017 14:16
02/01/2017 14:34 - FRANCISCO | ID_USUARIO = 10966 | DATA_LOGIN = 02/01/2017 14:34
02/01/2017 14:58 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2017 14:58
02/01/2017 15:00 - MARCOS | ID_USUARIO = 10921 | DATA_LOGIN = 02/01/2017 15:00
02/01/2017 15:29 - ROBERTA | ID_USUARIO = 10935 | DATA_LOGIN = 02/01/2017 15:29
02/01/2017 16:07 - DORACI | ID_USUARIO = 10886 | DATA_LOGIN = 02/01/2017 16:07
02/01/2017 16:10 - DORACI | ID_USUARIO = 10886 | DATA_LOGIN = 02/01/2017 16:10
02/01/2017 16:11 - MARVYNALVES | ID_USUARIO = 11326 | DATA_LOGIN = 02/01/2017 16:11
02/01/2017 16:13 - DORACI | ID_USUARIO = 10886 | DATA_LOGIN = 02/01/2017 16:13
02/01/2017 16:20 - DORACI | ID_USUARIO = 10886 | DATA_LOGIN = 02/01/2017 16:20
02/01/2017 16:26 - ROBERTA | ID_USUARIO = 10935 | DATA_LOGIN = 02/01/2017 16:26
02/01/2017 16:57 - DOUGLAS | ID_USUARIO = 11530 | DATA_LOGIN = 02/01/2017 16:57
02/01/2017 17:12 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2017 17:12
02/01/2017 17:15 - AREIAS | ID_USUARIO = 10997 | DATA_LOGIN = 02/01/2017 17:15
03/01/2017 07:03 - ERIKAOLIVEIRA | ID_USUARIO = 476 | DATA_LOGIN = 03/01/2017 7:03
03/01/2017 07:11 - SANDRA | ID_USUARIO = 10833 | DATA_LOGIN = 03/01/2017 7:11
03/01/2017 07:21 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 03/01/2017 7:21
03/01/2017 07:23 - MARVYNALVES | ID_USUARIO = 11326 | DATA_LOGIN = 03/01/2017 7:23
03/01/2017 07:32 - ELISSANDRA | ID_USUARIO = 10851 | DATA_LOGIN = 03/01/2017 7:32
03/01/2017 07:41 - FRANCISCO | ID_USUARIO = 10966 | DATA_LOGIN = 03/01/2017 7:41
03/01/2017 07:50 - JENS | ID_USUARIO = 10895 | DATA_LOGIN = 03/01/2017 7:50
03/01/2017 08:09 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 03/01/2017 8:09
03/01/2017 08:11 - VALDEREZ | ID_USUARIO = 10871 | DATA_LOGIN = 03/01/2017 8:11
03/01/2017 08:15 - ANGELO | ID_USUARIO = 10969 | DATA_LOGIN = 03/01/2017 8:15
03/01/2017 08:17 - LARISSALIMA | ID_USUARIO = 11534 | DATA_LOGIN = 03/01/2017 8:17
03/01/2017 08:25 - DORACI | ID_USUARIO = 10886 | DATA_LOGIN = 03/01/2017 8:25
03/01/2017 08:26 - AREIAS | ID_USUARIO = 10997 | DATA_LOGIN = 03/01/2017 8:26
03/01/2017 08:29 - DORACI | ID_USUARIO = 10886 | DATA_LOGIN = 03/01/2017 8:29
03/01/2017 08:35 - FRANCISCO | ID_USUARIO = 10966 | DATA_LOGIN = 03/01/2017 8:35
03/01/2017 08:35 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 03/01/2017 8:35
03/01/2017 08:43 - AREIAS | ID_USUARIO = 10997 | DATA_LOGIN = 03/01/2017 8:43
03/01/2017 08:45 - WILLIANSIQUEIRA | ID_USUARIO = 11254 | DATA_LOGIN = 03/01/2017 8:45
03/01/2017 08:50 - DORACI | ID_USUARIO = 10886 | DATA_LOGIN = 03/01/2017 8:50
03/01/2017 09:18 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 03/01/2017 9:18
03/01/2017 09:41 - FRANCISCO | ID_USUARIO = 10966 | DATA_LOGIN = 03/01/2017 9:41
03/01/2017 09:48 - ANGELO | ID_USUARIO = 10969 | DATA_LOGIN = 03/01/2017 9:48
03/01/2017 09:55 - MATHEUSUZELOTTO | ID_USUARIO = 11309 | DATA_LOGIN = 03/01/2017 9:55
03/01/2017 10:10 - MATHEUSDELANEZA | ID_USUARIO = 6900 | DATA_LOGIN = 03/01/2017 10:10
03/01/2017 10:12 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 03/01/2017 10:12
03/01/2017 10:17 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 03/01/2017 10:17
03/01/2017 10:17 - HEBERTLUCIO | ID_USUARIO = 11635 | DATA_LOGIN = 03/01/2017 10:17
03/01/2017 10:19 - MATHEUSDELANEZA | ID_USUARIO = 6900 | DATA_LOGIN = 03/01/2017 10:19
03/01/2017 10:19 - ROSEMEIRESGOTI | ID_USUARIO = 11307 | DATA_LOGIN = 03/01/2017 10:19
03/01/2017 10:25 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 03/01/2017 10:25
03/01/2017 10:28 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 03/01/2017 10:28
03/01/2017 10:41 - LUISMORETTI | ID_USUARIO = 11387 | DATA_LOGIN = 03/01/2017 10:41
03/01/2017 10:48 - MARCIO | ID_USUARIO = 10850 | DATA_LOGIN = 03/01/2017 10:48
03/01/2017 10:49 - AREIAS | ID_USUARIO = 10997 | DATA_LOGIN = 03/01/2017 10:49
03/01/2017 10:50 - MATHEUSDELANEZA | ID_USUARIO = 6900 | DATA_LOGIN = 03/01/2017 10:50
03/01/2017 11:09 - DONIZETE | ID_USUARIO = 10980 | DATA_LOGIN = 03/01/2017 11:09
03/01/2017 11:09 - LUISMORETTI | ID_USUARIO = 11387 | DATA_LOGIN = 03/01/2017 11:09
03/01/2017 11:10 - LUISMORETTI | ID_USUARIO = 11387 | DATA_LOGIN = 03/01/2017 11:10
