10/02/2016 07:58 - RONALDOGOMES | USUARIOS_ID = 11324 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 07:58 - RONALDOGOMES | USUARIOS_ID = 11324 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 07:58 - RONALDOGOMES | USUARIOS_ID = 11324 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 07:58 - RONALDOGOMES | USUARIOS_ID = 11324 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 07:59 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 07:59 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 07:59 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 07:59 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 07:59 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 07:59 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 16 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 07:59 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 07:59 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 07:59 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:00 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:00 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:00 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:00 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:00 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:00 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 16 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:00 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:00 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:00 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:01 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:01 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:01 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:01 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:01 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:01 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 16 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:01 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:01 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
10/02/2016 08:01 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
12/02/2016 11:17 - HEITOR | USUARIOS_ID = 11570 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
12/02/2016 11:17 - HEITOR | USUARIOS_ID = 11570 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
12/02/2016 11:17 - HEITOR | USUARIOS_ID = 11570 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = f | ALTERAR = f | EXCLUIR = f
12/02/2016 11:17 - HEITOR | USUARIOS_ID = 11570 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
12/02/2016 11:17 - HEITOR | USUARIOS_ID = 11570 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:54 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:54 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:54 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:54 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:54 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:54 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 16 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:54 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:54 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:54 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:55 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:55 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:55 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:55 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:55 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:55 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 16 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:55 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:55 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:55 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:55 - RONALDOGOMES | USUARIOS_ID = 11324 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:55 - RONALDOGOMES | USUARIOS_ID = 11324 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:55 - RONALDOGOMES | USUARIOS_ID = 11324 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/02/2016 08:55 - RONALDOGOMES | USUARIOS_ID = 11324 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/02/2016 10:32 - RONALDOGOMES | USUARIOS_ID = 10904 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/02/2016 10:32 - RONALDOGOMES | USUARIOS_ID = 10904 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/02/2016 10:32 - RONALDOGOMES | USUARIOS_ID = 10904 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/02/2016 10:59 - RONALDOGOMES | USUARIOS_ID = 10904 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/02/2016 10:59 - RONALDOGOMES | USUARIOS_ID = 10904 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/02/2016 10:59 - RONALDOGOMES | USUARIOS_ID = 10904 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/02/2016 10:59 - RONALDOGOMES | USUARIOS_ID = 10904 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 2 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 8 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 101 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 4 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 7 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 16 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 17 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 18 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 32 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 10 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 102 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 103 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 104 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 24 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 25 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 30 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
23/02/2016 11:35 - HEITOR | USUARIOS_ID = 10971 | MENU_ID = 31 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
