03/01/2019 13:32 - RONALDOGOMES | USUARIOS_ID = 7071 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
03/01/2019 13:32 - RONALDOGOMES | USUARIOS_ID = 7071 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
03/01/2019 13:32 - RONALDOGOMES | USUARIOS_ID = 7071 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
03/01/2019 13:32 - RONALDOGOMES | USUARIOS_ID = 7071 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 16 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 16 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 09:34 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 10:14 - RONALDOGOMES | USUARIOS_ID = 625 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 10:14 - RONALDOGOMES | USUARIOS_ID = 625 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 10:14 - RONALDOGOMES | USUARIOS_ID = 625 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
14/01/2019 10:14 - RONALDOGOMES | USUARIOS_ID = 625 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
16/01/2019 11:35 - RONALDOGOMES | USUARIOS_ID = 10942 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
16/01/2019 11:35 - RONALDOGOMES | USUARIOS_ID = 10942 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
16/01/2019 11:35 - RONALDOGOMES | USUARIOS_ID = 10942 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
