05/09/2018 13:21 - RONALDOGOMES | USUARIOS_ID = 11086 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/09/2018 13:21 - RONALDOGOMES | USUARIOS_ID = 11086 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/09/2018 13:21 - RONALDOGOMES | USUARIOS_ID = 11086 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/09/2018 13:21 - RONALDOGOMES | USUARIOS_ID = 11086 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/09/2018 13:21 - RONALDOGOMES | USUARIOS_ID = 11086 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/09/2018 13:21 - RONALDOGOMES | USUARIOS_ID = 11086 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/09/2018 13:21 - RONALDOGOMES | USUARIOS_ID = 10984 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/09/2018 13:21 - RONALDOGOMES | USUARIOS_ID = 10984 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/09/2018 13:21 - RONALDOGOMES | USUARIOS_ID = 10984 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/09/2018 13:21 - RONALDOGOMES | USUARIOS_ID = 10984 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/09/2018 13:21 - RONALDOGOMES | USUARIOS_ID = 10984 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/09/2018 13:21 - RONALDOGOMES | USUARIOS_ID = 10984 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/09/2018 13:21 - RONALDOGOMES | USUARIOS_ID = 10984 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
24/09/2018 15:21 - RONALDOGOMES | USUARIOS_ID = 11007 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
24/09/2018 15:21 - RONALDOGOMES | USUARIOS_ID = 11007 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
24/09/2018 15:21 - RONALDOGOMES | USUARIOS_ID = 11007 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
24/09/2018 15:21 - RONALDOGOMES | USUARIOS_ID = 11007 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
24/09/2018 15:22 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
