01/07/2018 13:17 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/07/2018 13:17
01/07/2018 22:58 - JT | ID_USUARIO = 10823 | DATA_LOGIN = 01/07/2018 22:58
02/07/2018 07:17 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 02/07/2018 7:17
02/07/2018 07:18 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 02/07/2018 7:18
02/07/2018 07:22 - ERIC | ID_USUARIO = 11080 | DATA_LOGIN = 02/07/2018 7:22
02/07/2018 07:28 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 02/07/2018 7:28
02/07/2018 07:41 - ANGELO | ID_USUARIO = 10969 | DATA_LOGIN = 02/07/2018 7:41
02/07/2018 07:48 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 02/07/2018 7:48
02/07/2018 07:58 - ALEXANDRE | ID_USUARIO = 10837 | DATA_LOGIN = 02/07/2018 7:58
02/07/2018 08:06 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 02/07/2018 8:06
02/07/2018 08:09 - ACIR | ID_USUARIO = 10839 | DATA_LOGIN = 02/07/2018 8:09
02/07/2018 08:19 - STEFANIAESTEVO | ID_USUARIO = 11398 | DATA_LOGIN = 02/07/2018 8:19
02/07/2018 08:22 - ANGELO | ID_USUARIO = 10969 | DATA_LOGIN = 02/07/2018 8:22
02/07/2018 08:26 - ANGELO | ID_USUARIO = 10969 | DATA_LOGIN = 02/07/2018 8:26
02/07/2018 08:51 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 02/07/2018 8:51
02/07/2018 09:04 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 02/07/2018 9:04
02/07/2018 09:07 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/07/2018 9:07
02/07/2018 09:21 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 02/07/2018 9:21
02/07/2018 10:43 - FERNANDOPIRES | ID_USUARIO = 11220 | DATA_LOGIN = 02/07/2018 10:43
02/07/2018 11:29 - DOUGLAS | ID_USUARIO = 11530 | DATA_LOGIN = 02/07/2018 11:29
02/07/2018 11:53 - MARTA | ID_USUARIO = 10847 | DATA_LOGIN = 02/07/2018 11:53
02/07/2018 12:52 - ZEZE | ID_USUARIO = 10931 | DATA_LOGIN = 02/07/2018 12:52
02/07/2018 12:56 - MARTA | ID_USUARIO = 10847 | DATA_LOGIN = 02/07/2018 12:56
02/07/2018 13:05 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 02/07/2018 13:05
02/07/2018 13:16 - JT | ID_USUARIO = 10823 | DATA_LOGIN = 02/07/2018 13:16
02/07/2018 13:18 - ELISSANDRA | ID_USUARIO = 10851 | DATA_LOGIN = 02/07/2018 13:18
02/07/2018 13:20 - HEBERTLUCIO | ID_USUARIO = 11635 | DATA_LOGIN = 02/07/2018 13:20
02/07/2018 13:24 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 02/07/2018 13:24
02/07/2018 13:26 - LUIDE | ID_USUARIO = 10836 | DATA_LOGIN = 02/07/2018 13:26
02/07/2018 13:27 - LUIDE | ID_USUARIO = 10836 | DATA_LOGIN = 02/07/2018 13:27
02/07/2018 13:35 - JT | ID_USUARIO = 10823 | DATA_LOGIN = 02/07/2018 13:35
02/07/2018 13:45 - LUIDE | ID_USUARIO = 10836 | DATA_LOGIN = 02/07/2018 13:45
02/07/2018 13:49 - LUIDE | ID_USUARIO = 10836 | DATA_LOGIN = 02/07/2018 13:49
02/07/2018 13:50 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 02/07/2018 13:50
02/07/2018 13:50 - LUIDE | ID_USUARIO = 10836 | DATA_LOGIN = 02/07/2018 13:50
02/07/2018 13:58 - ELISSANDRA | ID_USUARIO = 10851 | DATA_LOGIN = 02/07/2018 13:58
02/07/2018 14:04 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 02/07/2018 14:04
02/07/2018 14:08 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 02/07/2018 14:08
02/07/2018 14:10 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 02/07/2018 14:10
02/07/2018 14:10 - JACKSON | ID_USUARIO = 10863 | DATA_LOGIN = 02/07/2018 14:10
02/07/2018 14:34 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 02/07/2018 14:34
02/07/2018 14:56 - OTAVIOGIRO | ID_USUARIO = 526 | DATA_LOGIN = 02/07/2018 14:56
02/07/2018 15:01 - ELISSANDRA | ID_USUARIO = 10851 | DATA_LOGIN = 02/07/2018 15:01
02/07/2018 15:02 - OTAVIOGIRO | ID_USUARIO = 526 | DATA_LOGIN = 02/07/2018 15:02
02/07/2018 15:06 - OTAVIOGIRO | ID_USUARIO = 526 | DATA_LOGIN = 02/07/2018 15:06
02/07/2018 15:14 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 02/07/2018 15:14
02/07/2018 15:25 - AREIAS | ID_USUARIO = 10997 | DATA_LOGIN = 02/07/2018 15:25
02/07/2018 15:30 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 02/07/2018 15:30
02/07/2018 16:05 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 02/07/2018 16:05
02/07/2018 16:07 - DOUGLAS | ID_USUARIO = 11530 | DATA_LOGIN = 02/07/2018 16:07
02/07/2018 16:19 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/07/2018 16:19
02/07/2018 16:57 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 02/07/2018 16:57
03/07/2018 06:15 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 03/07/2018 6:15
03/07/2018 06:22 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 03/07/2018 6:22
03/07/2018 07:08 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 03/07/2018 7:08
03/07/2018 07:10 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 03/07/2018 7:10
03/07/2018 07:11 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 03/07/2018 7:11
03/07/2018 07:12 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 03/07/2018 7:12
03/07/2018 07:22 - ERIC | ID_USUARIO = 11080 | DATA_LOGIN = 03/07/2018 7:22
03/07/2018 07:39 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 03/07/2018 7:39
03/07/2018 07:43 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 03/07/2018 7:43
03/07/2018 07:46 - MARCIO | ID_USUARIO = 10850 | DATA_LOGIN = 03/07/2018 7:46
03/07/2018 08:00 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 03/07/2018 8:00
03/07/2018 08:24 - ACIR | ID_USUARIO = 10839 | DATA_LOGIN = 03/07/2018 8:24
03/07/2018 08:37 - ERIKAOLIVEIRA | ID_USUARIO = 476 | DATA_LOGIN = 03/07/2018 8:37
03/07/2018 08:40 - LUISMORETTI | ID_USUARIO = 11387 | DATA_LOGIN = 03/07/2018 8:40
03/07/2018 08:42 - JOAOROGANTE | ID_USUARIO = 6966 | DATA_LOGIN = 03/07/2018 8:42
03/07/2018 08:59 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 03/07/2018 8:59
03/07/2018 09:11 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 03/07/2018 9:11
03/07/2018 09:24 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 03/07/2018 9:24
03/07/2018 09:38 - DOUGLAS | ID_USUARIO = 11530 | DATA_LOGIN = 03/07/2018 9:38
03/07/2018 09:54 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 03/07/2018 9:54
03/07/2018 10:30 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 03/07/2018 10:30
03/07/2018 10:48 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 03/07/2018 10:48
03/07/2018 10:56 - LUZMARINA | ID_USUARIO = 10900 | DATA_LOGIN = 03/07/2018 10:56
03/07/2018 10:57 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 03/07/2018 10:57
03/07/2018 11:04 - LUZMARINA | ID_USUARIO = 10900 | DATA_LOGIN = 03/07/2018 11:04
03/07/2018 11:13 - ZEZE | ID_USUARIO = 10931 | DATA_LOGIN = 03/07/2018 11:13
03/07/2018 11:31 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 03/07/2018 11:31
03/07/2018 11:31 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 03/07/2018 11:31
03/07/2018 12:33 - JT | ID_USUARIO = 10823 | DATA_LOGIN = 03/07/2018 12:33
03/07/2018 12:39 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 03/07/2018 12:39
03/07/2018 13:40 - OTAVIOGIRO | ID_USUARIO = 526 | DATA_LOGIN = 03/07/2018 13:40
03/07/2018 14:00 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 03/07/2018 14:00
03/07/2018 14:27 - MICHELAAUGUSTO | ID_USUARIO = 6893 | DATA_LOGIN = 03/07/2018 14:27
03/07/2018 14:44 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 03/07/2018 14:44
03/07/2018 15:23 - JT | ID_USUARIO = 10823 | DATA_LOGIN = 03/07/2018 15:23
03/07/2018 15:54 - HEBERTLUCIO | ID_USUARIO = 11635 | DATA_LOGIN = 03/07/2018 15:54
03/07/2018 15:54 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 03/07/2018 15:54
03/07/2018 16:04 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 03/07/2018 16:04
03/07/2018 16:04 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 03/07/2018 16:04
03/07/2018 16:13 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 03/07/2018 16:13
03/07/2018 16:16 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 03/07/2018 16:16
03/07/2018 16:36 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 03/07/2018 16:36
03/07/2018 16:49 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 03/07/2018 16:49
03/07/2018 17:01 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 03/07/2018 17:01
03/07/2018 18:16 - GENAILDOTORRES | ID_USUARIO = 7046 | DATA_LOGIN = 03/07/2018 18:16
04/07/2018 07:13 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 04/07/2018 7:13
04/07/2018 07:21 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 04/07/2018 7:21
04/07/2018 07:28 - ELISSANDRA | ID_USUARIO = 10851 | DATA_LOGIN = 04/07/2018 7:28
04/07/2018 07:30 - OTAVIOGIRO | ID_USUARIO = 526 | DATA_LOGIN = 04/07/2018 7:30
04/07/2018 07:41 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 04/07/2018 7:41
04/07/2018 07:41 - LUIDE | ID_USUARIO = 10836 | DATA_LOGIN = 04/07/2018 7:41
04/07/2018 07:42 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 04/07/2018 7:42
04/07/2018 07:45 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 04/07/2018 7:45
04/07/2018 07:51 - LUIDE | ID_USUARIO = 10836 | DATA_LOGIN = 04/07/2018 7:51
04/07/2018 07:58 - ELTON | ID_USUARIO = 10942 | DATA_LOGIN = 04/07/2018 7:58
04/07/2018 08:02 - DOUGLAS | ID_USUARIO = 11530 | DATA_LOGIN = 04/07/2018 8:02
04/07/2018 08:16 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 04/07/2018 8:16
04/07/2018 08:24 - OTAVIOGIRO | ID_USUARIO = 526 | DATA_LOGIN = 04/07/2018 8:24
04/07/2018 08:24 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 04/07/2018 8:24
04/07/2018 08:27 - OTAVIOGIRO | ID_USUARIO = 526 | DATA_LOGIN = 04/07/2018 8:27
04/07/2018 08:30 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 04/07/2018 8:30
04/07/2018 08:36 - STEFANIAESTEVO | ID_USUARIO = 11398 | DATA_LOGIN = 04/07/2018 8:36
04/07/2018 08:36 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 04/07/2018 8:36
04/07/2018 08:41 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 04/07/2018 8:41
04/07/2018 08:50 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 04/07/2018 8:50
04/07/2018 09:17 - TAMARAABONIZIO | ID_USUARIO = 461 | DATA_LOGIN = 04/07/2018 9:17
04/07/2018 09:26 - JT | ID_USUARIO = 10823 | DATA_LOGIN = 04/07/2018 9:26
04/07/2018 09:27 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 04/07/2018 9:27
04/07/2018 09:28 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 04/07/2018 9:28
04/07/2018 09:51 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 04/07/2018 9:51
04/07/2018 10:05 - JACKSON | ID_USUARIO = 10863 | DATA_LOGIN = 04/07/2018 10:05
04/07/2018 10:17 - MARCIO | ID_USUARIO = 10850 | DATA_LOGIN = 04/07/2018 10:17
04/07/2018 10:23 - ELTON | ID_USUARIO = 10942 | DATA_LOGIN = 04/07/2018 10:23
04/07/2018 10:24 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 04/07/2018 10:24
04/07/2018 10:37 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 04/07/2018 10:37
04/07/2018 10:51 - JACKSON | ID_USUARIO = 10863 | DATA_LOGIN = 04/07/2018 10:51
04/07/2018 10:57 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 04/07/2018 10:57
04/07/2018 11:07 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 04/07/2018 11:07
04/07/2018 11:21 - LUIDE | ID_USUARIO = 10836 | DATA_LOGIN = 04/07/2018 11:21
04/07/2018 11:27 - ALEXANDRE | ID_USUARIO = 10837 | DATA_LOGIN = 04/07/2018 11:27
04/07/2018 11:28 - DOUGLAS | ID_USUARIO = 11530 | DATA_LOGIN = 04/07/2018 11:28
04/07/2018 11:41 - LUIDE | ID_USUARIO = 10836 | DATA_LOGIN = 04/07/2018 11:41
04/07/2018 11:51 - ELTON | ID_USUARIO = 10942 | DATA_LOGIN = 04/07/2018 11:51
04/07/2018 11:58 - FERNANDO | ID_USUARIO = 10842 | DATA_LOGIN = 04/07/2018 11:58
04/07/2018 12:00 - ANITA | ID_USUARIO = 11002 | DATA_LOGIN = 04/07/2018 12:00
04/07/2018 12:15 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 04/07/2018 12:15
04/07/2018 12:21 - MARCIO | ID_USUARIO = 10850 | DATA_LOGIN = 04/07/2018 12:21
04/07/2018 12:35 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 04/07/2018 12:35
04/07/2018 12:42 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 04/07/2018 12:42
04/07/2018 13:03 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 04/07/2018 13:03
04/07/2018 13:21 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 04/07/2018 13:21
04/07/2018 13:29 - LUIDE | ID_USUARIO = 10836 | DATA_LOGIN = 04/07/2018 13:29
04/07/2018 13:46 - STEFANIAESTEVO | ID_USUARIO = 11398 | DATA_LOGIN = 04/07/2018 13:46
04/07/2018 13:51 - OTAVIOGIRO | ID_USUARIO = 526 | DATA_LOGIN = 04/07/2018 13:51
04/07/2018 14:08 - OTAVIOGIRO | ID_USUARIO = 526 | DATA_LOGIN = 04/07/2018 14:08
04/07/2018 14:36 - OTAVIOGIRO | ID_USUARIO = 526 | DATA_LOGIN = 04/07/2018 14:36
04/07/2018 14:48 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 04/07/2018 14:48
04/07/2018 15:13 - DOUGLAS | ID_USUARIO = 11530 | DATA_LOGIN = 04/07/2018 15:13
04/07/2018 15:47 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 04/07/2018 15:47
04/07/2018 15:50 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 04/07/2018 15:50
04/07/2018 15:57 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 04/07/2018 15:57
04/07/2018 16:10 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 04/07/2018 16:10
04/07/2018 16:30 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 04/07/2018 16:30
04/07/2018 16:41 - ERIC | ID_USUARIO = 11080 | DATA_LOGIN = 04/07/2018 16:41
04/07/2018 16:52 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 04/07/2018 16:52
04/07/2018 16:54 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 04/07/2018 16:54
04/07/2018 17:09 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 04/07/2018 17:09
04/07/2018 17:45 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 04/07/2018 17:45
04/07/2018 17:47 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 04/07/2018 17:47
04/07/2018 23:06 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 04/07/2018 23:06
05/07/2018 01:09 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 05/07/2018 1:09
05/07/2018 07:10 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 05/07/2018 7:10
05/07/2018 07:14 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 05/07/2018 7:14
05/07/2018 07:16 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 05/07/2018 7:16
05/07/2018 07:18 - MARTA | ID_USUARIO = 10847 | DATA_LOGIN = 05/07/2018 7:18
05/07/2018 07:30 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 05/07/2018 7:30
05/07/2018 07:34 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 05/07/2018 7:34
05/07/2018 07:42 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 05/07/2018 7:42
05/07/2018 07:47 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 05/07/2018 7:47
05/07/2018 08:12 - ROBERTO | ID_USUARIO = 10845 | DATA_LOGIN = 05/07/2018 8:12
05/07/2018 08:29 - OTAVIOGIRO | ID_USUARIO = 526 | DATA_LOGIN = 05/07/2018 8:29
05/07/2018 08:50 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 05/07/2018 8:50
05/07/2018 08:50 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 05/07/2018 8:50
05/07/2018 08:59 - JT | ID_USUARIO = 10823 | DATA_LOGIN = 05/07/2018 8:59
05/07/2018 09:29 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 05/07/2018 9:29
05/07/2018 10:03 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 05/07/2018 10:03
05/07/2018 10:10 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 05/07/2018 10:10
05/07/2018 10:15 - GRAZIELA | ID_USUARIO = 10984 | DATA_LOGIN = 05/07/2018 10:15
05/07/2018 10:19 - RODRIGO_POIT | ID_USUARIO = 11086 | DATA_LOGIN = 05/07/2018 10:19
05/07/2018 10:19 - GRAZIELA | ID_USUARIO = 10984 | DATA_LOGIN = 05/07/2018 10:19
05/07/2018 10:23 - ANAGOBATO | ID_USUARIO = 7049 | DATA_LOGIN = 05/07/2018 10:23
05/07/2018 10:25 - RODRIGO_POIT | ID_USUARIO = 11086 | DATA_LOGIN = 05/07/2018 10:25
05/07/2018 10:33 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 05/07/2018 10:33
05/07/2018 10:33 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 05/07/2018 10:33
05/07/2018 11:01 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 05/07/2018 11:01
05/07/2018 11:14 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 05/07/2018 11:14
05/07/2018 11:37 - OTAVIOGIRO | ID_USUARIO = 526 | DATA_LOGIN = 05/07/2018 11:37
05/07/2018 12:46 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 05/07/2018 12:46
05/07/2018 12:47 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 05/07/2018 12:47
