01/12/2016 09:12 - RONALDOGOMES | USUARIOS_ID = 11234 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
01/12/2016 09:12 - RONALDOGOMES | USUARIOS_ID = 11234 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
01/12/2016 09:12 - RONALDOGOMES | USUARIOS_ID = 11234 | MENU_ID = 13 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
01/12/2016 09:12 - RONALDOGOMES | USUARIOS_ID = 11234 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
01/12/2016 09:12 - RONALDOGOMES | USUARIOS_ID = 11234 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
01/12/2016 09:12 - RONALDOGOMES | USUARIOS_ID = 11234 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
01/12/2016 09:12 - RONALDOGOMES | USUARIOS_ID = 11234 | MENU_ID = 16 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
01/12/2016 09:12 - RONALDOGOMES | USUARIOS_ID = 11234 | MENU_ID = 14 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
01/12/2016 09:12 - RONALDOGOMES | USUARIOS_ID = 11234 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
01/12/2016 09:12 - RONALDOGOMES | USUARIOS_ID = 11234 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
01/12/2016 09:12 - RONALDOGOMES | USUARIOS_ID = 11234 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
01/12/2016 09:12 - RONALDOGOMES | USUARIOS_ID = 11234 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
02/12/2016 10:52 - RONALDOGOMES | USUARIOS_ID = 10923 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
02/12/2016 10:52 - RONALDOGOMES | USUARIOS_ID = 10923 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
02/12/2016 10:52 - RONALDOGOMES | USUARIOS_ID = 10923 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
02/12/2016 10:52 - RONALDOGOMES | USUARIOS_ID = 10923 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
02/12/2016 10:52 - RONALDOGOMES | USUARIOS_ID = 10923 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
02/12/2016 10:52 - RONALDOGOMES | USUARIOS_ID = 10923 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
02/12/2016 10:52 - RONALDOGOMES | USUARIOS_ID = 10923 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2016 14:57 - RONALDOGOMES | USUARIOS_ID = 461 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2016 14:57 - RONALDOGOMES | USUARIOS_ID = 461 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2016 14:57 - RONALDOGOMES | USUARIOS_ID = 461 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2016 14:57 - RONALDOGOMES | USUARIOS_ID = 461 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2016 14:58 - RONALDOGOMES | USUARIOS_ID = 461 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2016 14:58 - RONALDOGOMES | USUARIOS_ID = 461 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2016 14:58 - RONALDOGOMES | USUARIOS_ID = 461 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2016 14:58 - RONALDOGOMES | USUARIOS_ID = 461 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
19/12/2016 09:44 - RONALDOGOMES | USUARIOS_ID = 6923 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
19/12/2016 09:44 - RONALDOGOMES | USUARIOS_ID = 6923 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
19/12/2016 09:44 - RONALDOGOMES | USUARIOS_ID = 6923 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
19/12/2016 09:44 - RONALDOGOMES | USUARIOS_ID = 6923 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
