06/09/2016 09:30 - RONALDOGOMES | FINALIDADE = 182 | USUARIO = 10916
09/09/2016 08:02 - RONALDOGOMES | FINALIDADE = 761 | USUARIO = 10916
09/09/2016 08:03 - RONALDOGOMES | FINALIDADE = 181 | USUARIO = 10916
09/09/2016 11:15 - RONALDOGOMES | FINALIDADE = 182 | USUARIO = 10923
14/09/2016 07:47 - RONALDOGOMES | FINALIDADE = 181 | USUARIO = 6893
23/09/2016 14:09 - RONALDOGOMES | FINALIDADE = 261 | USUARIO = 6893
26/09/2016 08:02 - RONALDOGOMES | FINALIDADE = 181 | USUARIO = 11296
26/09/2016 08:25 - RONALDOGOMES | FINALIDADE = 182 | USUARIO = 11534
27/09/2016 15:23 - RONALDOGOMES | FINALIDADE = 42 | USUARIO = 11172
