11/05/2018 07:28 - RONALDOGOMES | USUARIOS_ID = 538 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
11/05/2018 07:28 - RONALDOGOMES | USUARIOS_ID = 538 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
11/05/2018 07:28 - RONALDOGOMES | USUARIOS_ID = 538 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
11/05/2018 07:28 - RONALDOGOMES | USUARIOS_ID = 538 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:44 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:44 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:44 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:44 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:44 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:44 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:44 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:44 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:44 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:44 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:44 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:44 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:45 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:45 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:45 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = f | ALTERAR = f | EXCLUIR = f
25/05/2018 10:45 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = f | ALTERAR = f | EXCLUIR = f
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:47 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:48 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:48 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:48 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:48 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:48 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:48 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:50 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:50 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:50 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:50 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:50 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 10:50 - FAUSTO | USUARIOS_ID = 7049 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 13:38 - DONIZETE | USUARIOS_ID = 7046 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 13:38 - DONIZETE | USUARIOS_ID = 7046 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 13:38 - DONIZETE | USUARIOS_ID = 7046 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 13:38 - DONIZETE | USUARIOS_ID = 7046 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 13:38 - DONIZETE | USUARIOS_ID = 7046 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 13:38 - DONIZETE | USUARIOS_ID = 7046 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 13:39 - DONIZETE | USUARIOS_ID = 10935 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 13:39 - DONIZETE | USUARIOS_ID = 10935 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 13:39 - DONIZETE | USUARIOS_ID = 10935 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
25/05/2018 13:39 - DONIZETE | USUARIOS_ID = 10935 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
