01/01/2018 02:14 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/01/2018 2:14
01/01/2018 08:36 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/01/2018 8:36
01/01/2018 20:41 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/01/2018 20:41
01/01/2018 20:44 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/01/2018 20:44
02/01/2018 07:09 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2018 7:09
02/01/2018 07:15 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 02/01/2018 7:15
02/01/2018 07:15 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 02/01/2018 7:15
02/01/2018 07:15 - MATHEUSRODRIGUES | ID_USUARIO = 11533 | DATA_LOGIN = 02/01/2018 7:15
02/01/2018 07:21 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2018 7:21
02/01/2018 07:22 - SANDRA | ID_USUARIO = 10833 | DATA_LOGIN = 02/01/2018 7:22
02/01/2018 07:23 - JACKSON | ID_USUARIO = 10863 | DATA_LOGIN = 02/01/2018 7:23
02/01/2018 07:23 - MARCIANO | ID_USUARIO = 10973 | DATA_LOGIN = 02/01/2018 7:23
02/01/2018 07:24 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 02/01/2018 7:24
02/01/2018 07:33 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2018 7:33
02/01/2018 07:43 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2018 7:43
02/01/2018 07:48 - FABRICIOTOMASETTO | ID_USUARIO = 6954 | DATA_LOGIN = 02/01/2018 7:48
02/01/2018 07:55 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 02/01/2018 7:55
02/01/2018 07:55 - HEBERTLUCIO | ID_USUARIO = 11635 | DATA_LOGIN = 02/01/2018 7:55
02/01/2018 07:56 - ROSE | ID_USUARIO = 10872 | DATA_LOGIN = 02/01/2018 7:56
02/01/2018 08:10 - MARTA | ID_USUARIO = 10847 | DATA_LOGIN = 02/01/2018 8:10
02/01/2018 08:32 - ANGELO | ID_USUARIO = 10969 | DATA_LOGIN = 02/01/2018 8:32
02/01/2018 08:35 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 8:35
02/01/2018 08:41 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 8:41
02/01/2018 08:42 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2018 8:42
02/01/2018 08:43 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 8:43
02/01/2018 08:55 - JT | ID_USUARIO = 10823 | DATA_LOGIN = 02/01/2018 8:55
02/01/2018 08:59 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 02/01/2018 8:59
02/01/2018 09:15 - RODRIGO_POIT | ID_USUARIO = 11086 | DATA_LOGIN = 02/01/2018 9:15
02/01/2018 09:23 - ERIC | ID_USUARIO = 11080 | DATA_LOGIN = 02/01/2018 9:23
02/01/2018 09:25 - ZEZE | ID_USUARIO = 10931 | DATA_LOGIN = 02/01/2018 9:25
02/01/2018 09:44 - ANGELO | ID_USUARIO = 10969 | DATA_LOGIN = 02/01/2018 9:44
02/01/2018 09:48 - MARCELOGODOI | ID_USUARIO = 11316 | DATA_LOGIN = 02/01/2018 9:48
02/01/2018 09:49 - LUZMARINA | ID_USUARIO = 10900 | DATA_LOGIN = 02/01/2018 9:49
02/01/2018 09:49 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 9:49
02/01/2018 09:49 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 9:49
02/01/2018 09:55 - AREIAS | ID_USUARIO = 10997 | DATA_LOGIN = 02/01/2018 9:55
02/01/2018 10:00 - REGI | ID_USUARIO = 10864 | DATA_LOGIN = 02/01/2018 10:00
02/01/2018 10:05 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2018 10:05
02/01/2018 10:06 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 02/01/2018 10:06
02/01/2018 10:09 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2018 10:09
02/01/2018 10:12 - FABRICIOTOMASETTO | ID_USUARIO = 6954 | DATA_LOGIN = 02/01/2018 10:12
02/01/2018 10:13 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2018 10:13
02/01/2018 10:13 - LUISMOREIRA | ID_USUARIO = 11281 | DATA_LOGIN = 02/01/2018 10:13
02/01/2018 10:14 - AREIAS | ID_USUARIO = 10997 | DATA_LOGIN = 02/01/2018 10:14
02/01/2018 10:23 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 10:23
02/01/2018 10:28 - LUISMOREIRA | ID_USUARIO = 11281 | DATA_LOGIN = 02/01/2018 10:28
02/01/2018 10:38 - HEBERTLUCIO | ID_USUARIO = 11635 | DATA_LOGIN = 02/01/2018 10:38
02/01/2018 10:44 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 02/01/2018 10:44
02/01/2018 10:46 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 10:46
02/01/2018 10:47 - AREIAS | ID_USUARIO = 10997 | DATA_LOGIN = 02/01/2018 10:47
02/01/2018 10:50 - LUISMOREIRA | ID_USUARIO = 11281 | DATA_LOGIN = 02/01/2018 10:50
02/01/2018 10:53 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 02/01/2018 10:53
02/01/2018 10:55 - CAMARA | ID_USUARIO = 10841 | DATA_LOGIN = 02/01/2018 10:55
02/01/2018 10:55 - LUZMARINA | ID_USUARIO = 10900 | DATA_LOGIN = 02/01/2018 10:55
02/01/2018 11:00 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 11:00
02/01/2018 11:01 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 11:01
02/01/2018 11:05 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 02/01/2018 11:05
02/01/2018 11:05 - ZEZE | ID_USUARIO = 10931 | DATA_LOGIN = 02/01/2018 11:05
02/01/2018 11:07 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 11:07
02/01/2018 11:21 - LUZMARINA | ID_USUARIO = 10900 | DATA_LOGIN = 02/01/2018 11:21
02/01/2018 11:25 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 11:25
02/01/2018 11:26 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 11:26
02/01/2018 11:31 - ELISSANDRA | ID_USUARIO = 10851 | DATA_LOGIN = 02/01/2018 11:31
02/01/2018 11:37 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2018 11:37
02/01/2018 11:44 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 11:44
02/01/2018 11:53 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 11:53
02/01/2018 12:40 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2018 12:40
02/01/2018 12:44 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/01/2018 12:44
02/01/2018 13:01 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 02/01/2018 13:01
02/01/2018 13:13 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 02/01/2018 13:13
02/01/2018 13:14 - FERNANDOPIRES | ID_USUARIO = 11220 | DATA_LOGIN = 02/01/2018 13:14
02/01/2018 13:25 - FABRICIOTOMASETTO | ID_USUARIO = 6954 | DATA_LOGIN = 02/01/2018 13:25
02/01/2018 13:38 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 02/01/2018 13:38
02/01/2018 13:39 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 02/01/2018 13:39
02/01/2018 13:42 - ZEZE | ID_USUARIO = 10931 | DATA_LOGIN = 02/01/2018 13:42
02/01/2018 13:43 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 02/01/2018 13:43
02/01/2018 13:46 - MARCIANO | ID_USUARIO = 10973 | DATA_LOGIN = 02/01/2018 13:46
02/01/2018 13:49 - MARCELOGODOI | ID_USUARIO = 11316 | DATA_LOGIN = 02/01/2018 13:49
02/01/2018 13:53 - MARCIANO | ID_USUARIO = 10973 | DATA_LOGIN = 02/01/2018 13:53
02/01/2018 13:54 - LUZMARINA | ID_USUARIO = 10900 | DATA_LOGIN = 02/01/2018 13:54
02/01/2018 14:03 - MARTA | ID_USUARIO = 10847 | DATA_LOGIN = 02/01/2018 14:03
02/01/2018 14:04 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 14:04
02/01/2018 14:07 - AREIAS | ID_USUARIO = 10997 | DATA_LOGIN = 02/01/2018 14:07
02/01/2018 14:13 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 14:13
02/01/2018 14:25 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 02/01/2018 14:25
02/01/2018 14:42 - MARCIANO | ID_USUARIO = 10973 | DATA_LOGIN = 02/01/2018 14:42
02/01/2018 14:48 - ZEZE | ID_USUARIO = 10931 | DATA_LOGIN = 02/01/2018 14:48
02/01/2018 14:52 - FERNANDOPIRES | ID_USUARIO = 11220 | DATA_LOGIN = 02/01/2018 14:52
02/01/2018 14:58 - MARCIANO | ID_USUARIO = 10973 | DATA_LOGIN = 02/01/2018 14:58
02/01/2018 15:03 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 15:03
02/01/2018 15:04 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 15:04
02/01/2018 15:04 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 15:04
02/01/2018 15:08 - ROGERINHO | ID_USUARIO = 238 | DATA_LOGIN = 02/01/2018 15:08
