05/01/2018 07:53 - RONALDOGOMES | USUARIOS_ID = 11080 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/01/2018 07:53 - RONALDOGOMES | USUARIOS_ID = 11080 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/01/2018 07:53 - RONALDOGOMES | USUARIOS_ID = 11080 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/01/2018 07:53 - RONALDOGOMES | USUARIOS_ID = 11080 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:43 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:43 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:43 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:43 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:43 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:43 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:44 - RONALDOGOMES | USUARIOS_ID = 11167 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:44 - RONALDOGOMES | USUARIOS_ID = 11167 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:44 - RONALDOGOMES | USUARIOS_ID = 11167 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:44 - RONALDOGOMES | USUARIOS_ID = 11167 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:44 - RONALDOGOMES | USUARIOS_ID = 11167 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:44 - RONALDOGOMES | USUARIOS_ID = 11167 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:46 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:46 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:46 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:46 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:46 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:46 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:46 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:46 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:46 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:46 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:46 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:46 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:46 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 08:46 - RONALDOGOMES | USUARIOS_ID = 10892 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 10:38 - RONALDOGOMES | USUARIOS_ID = 10839 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/01/2018 10:38 - RONALDOGOMES | USUARIOS_ID = 10839 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
