02/07/2017 12:53 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/07/2017 12:53
03/07/2017 07:11 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 03/07/2017 7:11
03/07/2017 07:16 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 03/07/2017 7:16
03/07/2017 07:17 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 03/07/2017 7:17
03/07/2017 07:29 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 03/07/2017 7:29
03/07/2017 07:36 - ROSE | ID_USUARIO = 10872 | DATA_LOGIN = 03/07/2017 7:36
03/07/2017 07:40 - MARTA | ID_USUARIO = 10847 | DATA_LOGIN = 03/07/2017 7:40
03/07/2017 07:41 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 03/07/2017 7:41
03/07/2017 07:41 - AMADEUBOVI | ID_USUARIO = 6888 | DATA_LOGIN = 03/07/2017 7:41
03/07/2017 07:47 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 03/07/2017 7:47
03/07/2017 08:34 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 03/07/2017 8:34
03/07/2017 08:37 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 03/07/2017 8:37
03/07/2017 08:38 - MARTA | ID_USUARIO = 10847 | DATA_LOGIN = 03/07/2017 8:38
03/07/2017 08:38 - ROSE | ID_USUARIO = 10872 | DATA_LOGIN = 03/07/2017 8:38
03/07/2017 08:40 - JT | ID_USUARIO = 10823 | DATA_LOGIN = 03/07/2017 8:40
03/07/2017 08:42 - JT | ID_USUARIO = 10823 | DATA_LOGIN = 03/07/2017 8:42
03/07/2017 08:45 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 03/07/2017 8:45
03/07/2017 09:16 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 03/07/2017 9:16
03/07/2017 09:17 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 03/07/2017 9:17
03/07/2017 09:18 - VALDINEI | ID_USUARIO = 11172 | DATA_LOGIN = 03/07/2017 9:18
03/07/2017 09:20 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 03/07/2017 9:20
03/07/2017 09:27 - CAMACETI | ID_USUARIO = 10981 | DATA_LOGIN = 03/07/2017 9:27
03/07/2017 09:35 - MARTA | ID_USUARIO = 10847 | DATA_LOGIN = 03/07/2017 9:35
03/07/2017 10:05 - AREIAS | ID_USUARIO = 10997 | DATA_LOGIN = 03/07/2017 10:05
03/07/2017 10:09 - MARCELOGODOI | ID_USUARIO = 11316 | DATA_LOGIN = 03/07/2017 10:09
03/07/2017 10:12 - STEFANIAESTEVO | ID_USUARIO = 11398 | DATA_LOGIN = 03/07/2017 10:12
03/07/2017 10:15 - ZEZE | ID_USUARIO = 10931 | DATA_LOGIN = 03/07/2017 10:15
03/07/2017 10:28 - ROSE | ID_USUARIO = 10872 | DATA_LOGIN = 03/07/2017 10:28
03/07/2017 10:44 - MARCELOGODOI | ID_USUARIO = 11316 | DATA_LOGIN = 03/07/2017 10:44
03/07/2017 10:51 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 03/07/2017 10:51
03/07/2017 10:55 - ADRIANA | ID_USUARIO = 10859 | DATA_LOGIN = 03/07/2017 10:55
03/07/2017 10:55 - JULIANACORREA | ID_USUARIO = 11504 | DATA_LOGIN = 03/07/2017 10:55
03/07/2017 11:05 - MARTA | ID_USUARIO = 10847 | DATA_LOGIN = 03/07/2017 11:05
03/07/2017 11:06 - ELISSANDRA | ID_USUARIO = 10851 | DATA_LOGIN = 03/07/2017 11:06
03/07/2017 11:11 - ELTON | ID_USUARIO = 10942 | DATA_LOGIN = 03/07/2017 11:11
03/07/2017 11:21 - CAMACETI | ID_USUARIO = 10981 | DATA_LOGIN = 03/07/2017 11:21
03/07/2017 11:30 - ZEZE | ID_USUARIO = 10931 | DATA_LOGIN = 03/07/2017 11:30
03/07/2017 11:35 - MONICA | ID_USUARIO = 10876 | DATA_LOGIN = 03/07/2017 11:35
03/07/2017 12:00 - MARCOS | ID_USUARIO = 10921 | DATA_LOGIN = 03/07/2017 12:00
03/07/2017 12:09 - FRANCISCO | ID_USUARIO = 10966 | DATA_LOGIN = 03/07/2017 12:09
03/07/2017 12:16 - GUSTAVOMELGES | ID_USUARIO = 6955 | DATA_LOGIN = 03/07/2017 12:16
03/07/2017 12:44 - ROSE | ID_USUARIO = 10872 | DATA_LOGIN = 03/07/2017 12:44
03/07/2017 13:03 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 03/07/2017 13:03
03/07/2017 13:11 - MONICA | ID_USUARIO = 10876 | DATA_LOGIN = 03/07/2017 13:11
03/07/2017 13:39 - TADEUMACHADO | ID_USUARIO = 11594 | DATA_LOGIN = 03/07/2017 13:39
03/07/2017 13:41 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 03/07/2017 13:41
03/07/2017 13:42 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 03/07/2017 13:42
03/07/2017 13:45 - GUSTAVOMELGES | ID_USUARIO = 6955 | DATA_LOGIN = 03/07/2017 13:45
03/07/2017 13:54 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 03/07/2017 13:54
03/07/2017 13:55 - MARCOS | ID_USUARIO = 10921 | DATA_LOGIN = 03/07/2017 13:55
03/07/2017 13:59 - MARCOS | ID_USUARIO = 10921 | DATA_LOGIN = 03/07/2017 13:59
03/07/2017 14:09 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 03/07/2017 14:09
03/07/2017 14:10 - JT | ID_USUARIO = 10823 | DATA_LOGIN = 03/07/2017 14:10
03/07/2017 14:10 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 03/07/2017 14:10
03/07/2017 14:23 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 03/07/2017 14:23
03/07/2017 14:28 - VALDINEI | ID_USUARIO = 11172 | DATA_LOGIN = 03/07/2017 14:28
