01/08/2018 08:38 - RONALDOGOMES | USUARIOS_ID = 11080 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
01/08/2018 08:38 - RONALDOGOMES | USUARIOS_ID = 11080 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
01/08/2018 08:38 - RONALDOGOMES | USUARIOS_ID = 11080 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
01/08/2018 08:38 - RONALDOGOMES | USUARIOS_ID = 11080 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/08/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 6893 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/08/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 6893 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/08/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 6893 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/08/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 6893 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/08/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 10889 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/08/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 10889 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/08/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 10889 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/08/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 10889 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/08/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 10889 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/08/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 10889 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
08/08/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 10889 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
30/08/2018 15:18 - DONIZETE | USUARIOS_ID = 6954 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
30/08/2018 15:18 - DONIZETE | USUARIOS_ID = 6954 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
30/08/2018 15:18 - DONIZETE | USUARIOS_ID = 6954 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
30/08/2018 15:18 - DONIZETE | USUARIOS_ID = 6954 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
30/08/2018 15:18 - DONIZETE | USUARIOS_ID = 6954 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
30/08/2018 15:32 - DONIZETE | USUARIOS_ID = 6954 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
