01/12/2018 08:45 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/12/2018 8:45
01/12/2018 09:04 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/12/2018 9:04
01/12/2018 09:37 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/12/2018 9:37
01/12/2018 09:38 - CAMARA | ID_USUARIO = 10841 | DATA_LOGIN = 01/12/2018 9:38
01/12/2018 09:54 - OTAVIOGIRO | ID_USUARIO = 526 | DATA_LOGIN = 01/12/2018 9:54
01/12/2018 11:23 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/12/2018 11:23
01/12/2018 11:38 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/12/2018 11:38
01/12/2018 11:42 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/12/2018 11:42
01/12/2018 12:34 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/12/2018 12:34
01/12/2018 13:50 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/12/2018 13:50
02/12/2018 09:32 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/12/2018 9:32
02/12/2018 17:13 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/12/2018 17:13
03/12/2018 07:17 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 03/12/2018 7:17
03/12/2018 07:18 - SANDRA | ID_USUARIO = 10833 | DATA_LOGIN = 03/12/2018 7:18
03/12/2018 07:19 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 03/12/2018 7:19
03/12/2018 07:19 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 03/12/2018 7:19
03/12/2018 07:30 - SIDINEI | ID_USUARIO = 10968 | DATA_LOGIN = 03/12/2018 7:30
03/12/2018 07:34 - ERIC | ID_USUARIO = 11080 | DATA_LOGIN = 03/12/2018 7:34
03/12/2018 07:34 - ANDERSON | ID_USUARIO = 313 | DATA_LOGIN = 03/12/2018 7:34
03/12/2018 07:42 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 03/12/2018 7:42
03/12/2018 07:42 - ANDERSON | ID_USUARIO = 313 | DATA_LOGIN = 03/12/2018 7:42
03/12/2018 07:50 - ALEXANDRE | ID_USUARIO = 10837 | DATA_LOGIN = 03/12/2018 7:50
03/12/2018 07:56 - FELINHO | ID_USUARIO = 10901 | DATA_LOGIN = 03/12/2018 7:56
03/12/2018 08:05 - ANDERSON | ID_USUARIO = 313 | DATA_LOGIN = 03/12/2018 8:05
03/12/2018 08:07 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 03/12/2018 8:07
03/12/2018 08:07 - ANDERSON | ID_USUARIO = 313 | DATA_LOGIN = 03/12/2018 8:07
03/12/2018 08:11 - ANDERSON | ID_USUARIO = 313 | DATA_LOGIN = 03/12/2018 8:11
03/12/2018 08:18 - OSNY | ID_USUARIO = 10826 | DATA_LOGIN = 03/12/2018 8:18
03/12/2018 08:31 - LUISMORETTI | ID_USUARIO = 11387 | DATA_LOGIN = 03/12/2018 8:31
03/12/2018 08:35 - MARCIANO | ID_USUARIO = 10973 | DATA_LOGIN = 03/12/2018 8:35
03/12/2018 08:51 - MATHEUSRODRIGUES | ID_USUARIO = 11533 | DATA_LOGIN = 03/12/2018 8:51
03/12/2018 08:52 - CAMARA | ID_USUARIO = 10841 | DATA_LOGIN = 03/12/2018 8:52
03/12/2018 08:54 - ANDERSON | ID_USUARIO = 313 | DATA_LOGIN = 03/12/2018 8:54
