01/05/2018 15:45 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/05/2018 15:45
02/05/2018 07:15 - SANDRA | ID_USUARIO = 10833 | DATA_LOGIN = 02/05/2018 7:15
02/05/2018 07:16 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 02/05/2018 7:16
02/05/2018 07:22 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 02/05/2018 7:22
02/05/2018 07:26 - LUZMARINA | ID_USUARIO = 10900 | DATA_LOGIN = 02/05/2018 7:26
02/05/2018 07:35 - KLEBER | ID_USUARIO = 10906 | DATA_LOGIN = 02/05/2018 7:35
02/05/2018 07:39 - AREIAS | ID_USUARIO = 10997 | DATA_LOGIN = 02/05/2018 7:39
02/05/2018 07:40 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 02/05/2018 7:40
02/05/2018 07:41 - LUZMARINA | ID_USUARIO = 10900 | DATA_LOGIN = 02/05/2018 7:41
02/05/2018 07:46 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 02/05/2018 7:46
02/05/2018 08:00 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 02/05/2018 8:00
02/05/2018 08:13 - CAMACETI | ID_USUARIO = 10981 | DATA_LOGIN = 02/05/2018 8:13
02/05/2018 08:26 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 02/05/2018 8:26
02/05/2018 08:28 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 02/05/2018 8:28
02/05/2018 08:28 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 02/05/2018 8:28
02/05/2018 08:29 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 02/05/2018 8:29
02/05/2018 08:33 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 02/05/2018 8:33
02/05/2018 08:34 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 02/05/2018 8:34
02/05/2018 08:37 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 02/05/2018 8:37
02/05/2018 08:44 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/05/2018 8:44
02/05/2018 08:46 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/05/2018 8:46
02/05/2018 08:51 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 02/05/2018 8:51
02/05/2018 09:04 - TADEUMACHADO | ID_USUARIO = 11594 | DATA_LOGIN = 02/05/2018 9:04
02/05/2018 09:08 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 02/05/2018 9:08
02/05/2018 09:09 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 02/05/2018 9:09
02/05/2018 09:16 - JT | ID_USUARIO = 10823 | DATA_LOGIN = 02/05/2018 9:16
02/05/2018 09:20 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 02/05/2018 9:20
02/05/2018 09:24 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 02/05/2018 9:24
02/05/2018 09:28 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 02/05/2018 9:28
02/05/2018 10:21 - MARCIANO | ID_USUARIO = 10973 | DATA_LOGIN = 02/05/2018 10:21
02/05/2018 10:29 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 02/05/2018 10:29
02/05/2018 10:51 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 02/05/2018 10:51
02/05/2018 11:06 - ZEZE | ID_USUARIO = 10931 | DATA_LOGIN = 02/05/2018 11:06
02/05/2018 11:15 - ROSE | ID_USUARIO = 10872 | DATA_LOGIN = 02/05/2018 11:15
02/05/2018 11:33 - ERIC | ID_USUARIO = 11080 | DATA_LOGIN = 02/05/2018 11:33
02/05/2018 11:34 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 02/05/2018 11:34
02/05/2018 11:37 - MARCIO | ID_USUARIO = 10850 | DATA_LOGIN = 02/05/2018 11:37
02/05/2018 11:41 - ALEXANDRE | ID_USUARIO = 10837 | DATA_LOGIN = 02/05/2018 11:41
02/05/2018 12:07 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 02/05/2018 12:07
02/05/2018 12:19 - ROBERTA | ID_USUARIO = 10935 | DATA_LOGIN = 02/05/2018 12:19
02/05/2018 12:54 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 02/05/2018 12:54
02/05/2018 13:12 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 02/05/2018 13:12
02/05/2018 13:14 - FABRICIOTOMASETTO | ID_USUARIO = 6954 | DATA_LOGIN = 02/05/2018 13:14
02/05/2018 13:16 - AREIAS | ID_USUARIO = 10997 | DATA_LOGIN = 02/05/2018 13:16
02/05/2018 13:19 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/05/2018 13:19
02/05/2018 13:19 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 02/05/2018 13:19
02/05/2018 13:42 - STEFANIMAIRA | ID_USUARIO = 657 | DATA_LOGIN = 02/05/2018 13:42
02/05/2018 13:43 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 02/05/2018 13:43
02/05/2018 14:08 - SANDRA | ID_USUARIO = 10833 | DATA_LOGIN = 02/05/2018 14:08
02/05/2018 14:17 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 02/05/2018 14:17
02/05/2018 15:14 - HEBERTLUCIO | ID_USUARIO = 11635 | DATA_LOGIN = 02/05/2018 15:14
02/05/2018 15:26 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 02/05/2018 15:26
02/05/2018 15:38 - JT | ID_USUARIO = 10823 | DATA_LOGIN = 02/05/2018 15:38
02/05/2018 15:46 - SANDRA | ID_USUARIO = 10833 | DATA_LOGIN = 02/05/2018 15:46
02/05/2018 16:00 - ZEZE | ID_USUARIO = 10931 | DATA_LOGIN = 02/05/2018 16:00
02/05/2018 16:00 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 02/05/2018 16:00
02/05/2018 16:06 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/05/2018 16:06
02/05/2018 16:12 - NORIVAL | ID_USUARIO = 10955 | DATA_LOGIN = 02/05/2018 16:12
02/05/2018 16:13 - KLEBER | ID_USUARIO = 10906 | DATA_LOGIN = 02/05/2018 16:13
02/05/2018 16:30 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 02/05/2018 16:30
02/05/2018 17:23 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 02/05/2018 17:23
02/05/2018 17:25 - CAIOAUGUSTO | ID_USUARIO = 11320 | DATA_LOGIN = 02/05/2018 17:25
02/05/2018 17:32 - DOUGLAS | ID_USUARIO = 11530 | DATA_LOGIN = 02/05/2018 17:32
02/05/2018 17:53 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 02/05/2018 17:53
