05/12/2018 11:11 - RONALDOGOMES | FINALIDADE = 721 | USUARIO = 7036
05/12/2018 13:26 - RONALDOGOMES | FINALIDADE = 182 | USUARIO = 11387
12/12/2018 15:59 - RONALDOGOMES | FINALIDADE = 181 | USUARIO = 6951
13/12/2018 09:28 - RONALDOGOMES | FINALIDADE = 221 | USUARIO = 10980
13/12/2018 14:16 - RONALDOGOMES | FINALIDADE = 181 | USUARIO = 7036
13/12/2018 14:17 - RONALDOGOMES | FINALIDADE = 301 | USUARIO = 7036
14/12/2018 10:54 - RONALDOGOMES | FINALIDADE = 221 | USUARIO = 10921
20/12/2018 16:40 - RONALDOGOMES | FINALIDADE = 21 | USUARIO = 7044
20/12/2018 16:40 - RONALDOGOMES | FINALIDADE = 301 | USUARIO = 7044
