01/10/2016 00:38 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 01/10/2016 0:38
04/10/2016 15:25 - ZEZE | ID_USUARIO = 10931 | DATA_LOGIN = 04/10/2016 15:25
04/10/2016 15:34 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 04/10/2016 15:34
04/10/2016 15:46 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 04/10/2016 15:46
04/10/2016 15:47 - HIGORGARCIA | ID_USUARIO = 11219 | DATA_LOGIN = 04/10/2016 15:47
04/10/2016 16:11 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 04/10/2016 16:11
04/10/2016 16:16 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 04/10/2016 16:16
04/10/2016 16:29 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 04/10/2016 16:29
04/10/2016 16:44 - CAIOAUGUSTO | ID_USUARIO = 11320 | DATA_LOGIN = 04/10/2016 16:44
04/10/2016 16:46 - LUISMORETTI | ID_USUARIO = 11387 | DATA_LOGIN = 04/10/2016 16:46
04/10/2016 17:29 - GISELERATEIRO | ID_USUARIO = 11143 | DATA_LOGIN = 04/10/2016 17:29
04/10/2016 17:48 - LARISSALIMA | ID_USUARIO = 11534 | DATA_LOGIN = 04/10/2016 17:48
04/10/2016 18:59 - DOUGLAS | ID_USUARIO = 11530 | DATA_LOGIN = 04/10/2016 18:59
05/10/2016 02:07 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 05/10/2016 2:07
05/10/2016 02:13 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 05/10/2016 2:13
05/10/2016 07:03 - MATHEUSDELANEZA | ID_USUARIO = 6900 | DATA_LOGIN = 05/10/2016 7:03
05/10/2016 07:10 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 05/10/2016 7:10
05/10/2016 07:14 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 05/10/2016 7:14
05/10/2016 07:17 - LUISMOREIRA | ID_USUARIO = 11281 | DATA_LOGIN = 05/10/2016 7:17
05/10/2016 07:18 - CHRISTIANO | ID_USUARIO = 11570 | DATA_LOGIN = 05/10/2016 7:18
05/10/2016 07:23 - ERIC | ID_USUARIO = 11080 | DATA_LOGIN = 05/10/2016 7:23
05/10/2016 07:25 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 05/10/2016 7:25
05/10/2016 07:25 - CAMARA | ID_USUARIO = 10841 | DATA_LOGIN = 05/10/2016 7:25
05/10/2016 07:26 - ZEZE | ID_USUARIO = 10931 | DATA_LOGIN = 05/10/2016 7:26
05/10/2016 07:26 - RODRIGO_POIT | ID_USUARIO = 11086 | DATA_LOGIN = 05/10/2016 7:26
05/10/2016 07:33 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 05/10/2016 7:33
05/10/2016 07:36 - RODRIGO_POIT | ID_USUARIO = 11086 | DATA_LOGIN = 05/10/2016 7:36
05/10/2016 07:40 - MARCELOGODOI | ID_USUARIO = 11316 | DATA_LOGIN = 05/10/2016 7:40
05/10/2016 07:41 - MARTA | ID_USUARIO = 10847 | DATA_LOGIN = 05/10/2016 7:41
05/10/2016 07:41 - CAMARA | ID_USUARIO = 10841 | DATA_LOGIN = 05/10/2016 7:41
05/10/2016 07:43 - ACIR | ID_USUARIO = 10839 | DATA_LOGIN = 05/10/2016 7:43
05/10/2016 07:45 - ROBSONMANFRIM | ID_USUARIO = 11234 | DATA_LOGIN = 05/10/2016 7:45
05/10/2016 07:47 - SANTANA | ID_USUARIO = 10904 | DATA_LOGIN = 05/10/2016 7:47
05/10/2016 08:04 - MICHELAAUGUSTO | ID_USUARIO = 6893 | DATA_LOGIN = 05/10/2016 8:04
05/10/2016 08:20 - MARCOSROGERIO | ID_USUARIO = 11304 | DATA_LOGIN = 05/10/2016 8:20
05/10/2016 08:22 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 05/10/2016 8:22
05/10/2016 08:24 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 05/10/2016 8:24
05/10/2016 08:34 - CRISTIANOALVES | ID_USUARIO = 11226 | DATA_LOGIN = 05/10/2016 8:34
05/10/2016 08:40 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 05/10/2016 8:40
05/10/2016 08:42 - OSNY | ID_USUARIO = 10826 | DATA_LOGIN = 05/10/2016 8:42
05/10/2016 08:45 - JT | ID_USUARIO = 10823 | DATA_LOGIN = 05/10/2016 8:45
05/10/2016 08:50 - OSNY | ID_USUARIO = 10826 | DATA_LOGIN = 05/10/2016 8:50
05/10/2016 08:50 - OSNY | ID_USUARIO = 10826 | DATA_LOGIN = 05/10/2016 8:50
05/10/2016 08:52 - DENISESANTOS | ID_USUARIO = 11300 | DATA_LOGIN = 05/10/2016 8:52
05/10/2016 08:58 - RENATO_AZ | ID_USUARIO = 10861 | DATA_LOGIN = 05/10/2016 8:58
05/10/2016 09:06 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 05/10/2016 9:06
05/10/2016 09:13 - DENISESANTOS | ID_USUARIO = 11300 | DATA_LOGIN = 05/10/2016 9:13
05/10/2016 09:15 - AREIAS | ID_USUARIO = 10997 | DATA_LOGIN = 05/10/2016 9:15
05/10/2016 09:18 - ELTON | ID_USUARIO = 10942 | DATA_LOGIN = 05/10/2016 9:18
05/10/2016 09:20 - SANTANA | ID_USUARIO = 10904 | DATA_LOGIN = 05/10/2016 9:20
05/10/2016 09:24 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 05/10/2016 9:24
05/10/2016 09:24 - LARISSALIMA | ID_USUARIO = 11534 | DATA_LOGIN = 05/10/2016 9:24
05/10/2016 09:34 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 05/10/2016 9:34
05/10/2016 09:38 - ELISSANDRA | ID_USUARIO = 10851 | DATA_LOGIN = 05/10/2016 9:38
05/10/2016 09:44 - TOM | ID_USUARIO = 10831 | DATA_LOGIN = 05/10/2016 9:44
05/10/2016 09:53 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 05/10/2016 9:53
05/10/2016 10:12 - MICHELSANTOS | ID_USUARIO = 11324 | DATA_LOGIN = 05/10/2016 10:12
05/10/2016 10:14 - DORACI | ID_USUARIO = 10886 | DATA_LOGIN = 05/10/2016 10:14
05/10/2016 10:15 - MARTA | ID_USUARIO = 10847 | DATA_LOGIN = 05/10/2016 10:15
05/10/2016 10:17 - DORACI | ID_USUARIO = 10886 | DATA_LOGIN = 05/10/2016 10:17
05/10/2016 10:47 - ZEZE | ID_USUARIO = 10931 | DATA_LOGIN = 05/10/2016 10:47
05/10/2016 10:57 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 05/10/2016 10:57
05/10/2016 11:02 - ROSE | ID_USUARIO = 10872 | DATA_LOGIN = 05/10/2016 11:02
05/10/2016 11:18 - RODRIGO_POIT | ID_USUARIO = 11086 | DATA_LOGIN = 05/10/2016 11:18
05/10/2016 11:19 - MARTA | ID_USUARIO = 10847 | DATA_LOGIN = 05/10/2016 11:19
05/10/2016 11:20 - ROSE | ID_USUARIO = 10872 | DATA_LOGIN = 05/10/2016 11:20
05/10/2016 11:20 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 05/10/2016 11:20
05/10/2016 11:28 - RBARBOSA | ID_USUARIO = 10970 | DATA_LOGIN = 05/10/2016 11:28
05/10/2016 11:45 - LUISMOREIRA | ID_USUARIO = 11281 | DATA_LOGIN = 05/10/2016 11:45
05/10/2016 11:47 - LUISMOREIRA | ID_USUARIO = 11281 | DATA_LOGIN = 05/10/2016 11:47
05/10/2016 11:47 - LUZMARINA | ID_USUARIO = 10900 | DATA_LOGIN = 05/10/2016 11:47
05/10/2016 11:48 - MATHEUSUZELOTTO | ID_USUARIO = 11309 | DATA_LOGIN = 05/10/2016 11:48
05/10/2016 12:00 - RICARDOF | ID_USUARIO = 11084 | DATA_LOGIN = 05/10/2016 12:00
05/10/2016 12:41 - RONALDOGOMES | ID_USUARIO = 10971 | DATA_LOGIN = 05/10/2016 12:41
05/10/2016 12:54 - MARCOS | ID_USUARIO = 10921 | DATA_LOGIN = 05/10/2016 12:54
05/10/2016 13:10 - MARCELOGODOI | ID_USUARIO = 11316 | DATA_LOGIN = 05/10/2016 13:10
05/10/2016 13:16 - RODRIGO_POIT | ID_USUARIO = 11086 | DATA_LOGIN = 05/10/2016 13:16
05/10/2016 13:22 - ZEZE | ID_USUARIO = 10931 | DATA_LOGIN = 05/10/2016 13:22
05/10/2016 13:42 - AMANDAZERBINATTI | ID_USUARIO = 11249 | DATA_LOGIN = 05/10/2016 13:42
05/10/2016 13:44 - VALDEREZ | ID_USUARIO = 10871 | DATA_LOGIN = 05/10/2016 13:44
05/10/2016 13:54 - ELISSANDRA | ID_USUARIO = 10851 | DATA_LOGIN = 05/10/2016 13:54
05/10/2016 13:56 - TADEUMACHADO | ID_USUARIO = 11594 | DATA_LOGIN = 05/10/2016 13:56
05/10/2016 13:57 - TADEUMACHADO | ID_USUARIO = 11594 | DATA_LOGIN = 05/10/2016 13:57
05/10/2016 13:59 - MARTA | ID_USUARIO = 10847 | DATA_LOGIN = 05/10/2016 13:59
05/10/2016 14:06 - STELA | ID_USUARIO = 10867 | DATA_LOGIN = 05/10/2016 14:06
05/10/2016 14:08 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 05/10/2016 14:08
05/10/2016 14:08 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 05/10/2016 14:08
05/10/2016 14:10 - PORTARIA | ID_USUARIO = 11207 | DATA_LOGIN = 05/10/2016 14:10
05/10/2016 14:10 - CAMARA | ID_USUARIO = 10841 | DATA_LOGIN = 05/10/2016 14:10
05/10/2016 14:10 - RODRIGO_POIT | ID_USUARIO = 11086 | DATA_LOGIN = 05/10/2016 14:10
05/10/2016 14:16 - VALDEREZ | ID_USUARIO = 10871 | DATA_LOGIN = 05/10/2016 14:16
05/10/2016 14:19 - MARCOS | ID_USUARIO = 10921 | DATA_LOGIN = 05/10/2016 14:19
05/10/2016 14:19 - FERNANDOPIRES | ID_USUARIO = 11220 | DATA_LOGIN = 05/10/2016 14:19
05/10/2016 14:20 - JG | ID_USUARIO = 10849 | DATA_LOGIN = 05/10/2016 14:20
05/10/2016 14:22 - FERNANDOPIRES | ID_USUARIO = 11220 | DATA_LOGIN = 05/10/2016 14:22
05/10/2016 14:24 - FERNANDOPIRES | ID_USUARIO = 11220 | DATA_LOGIN = 05/10/2016 14:24
05/10/2016 14:25 - ROSE | ID_USUARIO = 10872 | DATA_LOGIN = 05/10/2016 14:25
05/10/2016 14:33 - FERNANDOPIRES | ID_USUARIO = 11220 | DATA_LOGIN = 05/10/2016 14:33
05/10/2016 14:34 - FERNANDOPIRES | ID_USUARIO = 11220 | DATA_LOGIN = 05/10/2016 14:34
