12/05/2015 08:35 - RONALDOGOMES | USUARIOS_ID = 11064 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
12/05/2015 08:35 - RONALDOGOMES | USUARIOS_ID = 11064 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
12/05/2015 08:48 - RONALDOGOMES | USUARIOS_ID = 11064 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
12/05/2015 08:48 - RONALDOGOMES | USUARIOS_ID = 11064 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
12/05/2015 08:48 - RONALDOGOMES | USUARIOS_ID = 11064 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
12/05/2015 08:48 - RONALDOGOMES | USUARIOS_ID = 11064 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:25 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:25 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:25 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:25 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:25 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:25 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 16 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:25 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:25 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:25 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:26 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:26 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:26 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:26 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:26 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:26 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 16 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:26 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:26 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:26 - RONALDOGOMES | USUARIOS_ID = 10935 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 16 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 16 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/05/2015 11:27 - RONALDOGOMES | USUARIOS_ID = 11327 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
