15/06/2015 10:34 - RONALDOGOMES | FINALIDADE = 881 | USUARIO = 10863
16/06/2015 15:32 - RONALDOGOMES | FINALIDADE = 161 | USUARIO = 10839
16/06/2015 15:32 - RONALDOGOMES | FINALIDADE = 161 | USUARIO = 11234
24/06/2015 16:14 - RONALDOGOMES | FINALIDADE = 182 | USUARIO = 10900
25/06/2015 08:17 - RONALDOGOMES | FINALIDADE = 182 | USUARIO = 11398
26/06/2015 11:14 - HEITOR | FINALIDADE = 261 | USUARIO = 10996
29/06/2015 11:02 - HEITOR | FINALIDADE = 261 | USUARIO = 10886
29/06/2015 11:02 - HEITOR | FINALIDADE = 261 | USUARIO = 10931
30/06/2015 08:28 - RONALDOGOMES | FINALIDADE = 182 | USUARIO = 11312
