05/12/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 7036 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 7036 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 7036 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 7036 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 7036 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 7036 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 7036 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2018 11:13 - RONALDOGOMES | USUARIOS_ID = 7036 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2018 11:14 - RONALDOGOMES | USUARIOS_ID = 6954 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2018 11:14 - RONALDOGOMES | USUARIOS_ID = 6954 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2018 11:14 - RONALDOGOMES | USUARIOS_ID = 6954 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2018 11:14 - RONALDOGOMES | USUARIOS_ID = 6954 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
05/12/2018 11:14 - RONALDOGOMES | USUARIOS_ID = 6954 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
06/12/2018 08:26 - RONALDOGOMES | USUARIOS_ID = 11350 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
06/12/2018 08:26 - RONALDOGOMES | USUARIOS_ID = 11350 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
06/12/2018 08:26 - RONALDOGOMES | USUARIOS_ID = 11350 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
06/12/2018 08:26 - RONALDOGOMES | USUARIOS_ID = 11350 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/12/2018 11:05 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/12/2018 11:05 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/12/2018 11:05 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/12/2018 11:05 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/12/2018 11:05 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/12/2018 11:05 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 16 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/12/2018 11:05 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/12/2018 11:05 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/12/2018 11:05 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
18/12/2018 11:05 - RONALDOGOMES | USUARIOS_ID = 10895 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/12/2018 08:44 - RONALDOGOMES | USUARIOS_ID = 7044 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/12/2018 08:44 - RONALDOGOMES | USUARIOS_ID = 7044 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/12/2018 08:44 - RONALDOGOMES | USUARIOS_ID = 7044 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/12/2018 08:44 - RONALDOGOMES | USUARIOS_ID = 7044 | MENU_ID = 27 | VISUALIZAR = f | INSERIR = t | ALTERAR = t | EXCLUIR = t
20/12/2018 08:44 - RONALDOGOMES | USUARIOS_ID = 7044 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
